name,num_locations,categories,raw_categories
Arman Fine Rugs,1,Oriental rug store|Rug store,Oriental rug store|Rug store
Armando S Espinoza Bail Bonds,1,Bail bonds service|Notary public,Bail bonds service|Notary public
Armando V Delivery Inc,1,Shipping company,Shipping company
Armando's Mexican Food,1,restaurant,Restaurant
Armando's Taco Shop,1,restaurant,Restaurant
Armani Exchange,1,Clothing store|Fashion accessories store|Fashion designer,Clothing store|Fashion accessories store|Fashion designer
Armed Forces Mobile,1,Telecommunications service provider,Telecommunications service provider
Armed Services YMCA,1,Non-profit organization|Social services organization,Non-profit organization|Social services organization
Armone's Core Connection,1,Gym,Gym
Armonia Kitchen,1,Breakfast restaurant|Brunch restaurant|coffee_shop|Health food restaurant|Juice shop|restaurant_mexican,Breakfast restaurant|Brunch restaurant|Coffee shop|Health food restaurant|Juice shop|Mexican restaurant
ArmorShield Partitions,1,Construction material wholesaler|Manufacturer,Construction material wholesaler|Manufacturer
Armour Chimney Services,1,Chimney sweep,Chimney sweep
Armstrong Garden Centers,6,Florist|Garden center|Landscape designer|Landscaper|Landscaping supply store,Florist|Garden center|Landscape designer|Landscaper|Landscaping supply store
Army Mechanics Inc.,1,Auto electrical service|auto_repair|Auto tune up service|Diesel engine repair service|Oil change service|RV repair shop|Truck repair shop,Auto electrical service|Auto repair shop|Auto tune up service|Diesel engine repair service|Oil change service|RV repair shop|Truck repair shop
Army Navy Sports Complex,1,Sports complex,Sports complex
Army and Navy Academy,1,Army facility|Boarding school|High school|Middle school|School|Summer camp,Army facility|Boarding school|High school|Middle school|School|Summer camp
Arnele Avenue Station,1,Light rail station,Light rail station
Arnele Market Liquor,1,Liquor store,Liquor store
Aroma Avenue Vape,2,Vaporizer store,Vaporizer store
Aroma Thai Restaurant,1,Thai restaurant,Thai restaurant
Aron Photography,1,Photographer,Photographer
Aron Wilson Realtor,1,Real estate agents,Real estate agents
Arredon Art,1,Art gallery,Art gallery
Arrieros,1,restaurant_mexican,Mexican restaurant
Arrieros Pet Shop,2,Animal feed store|Pet store|Pet supply store,Animal feed store|Pet store|Pet supply store
Arrivederci Ristorante,1,Italian restaurant|restaurant,Italian restaurant|Restaurant
"Arrowhead General Insurance Agency, Inc.",1,Insurance agency,Insurance agency
Arroyo Brothers Auto Upholstery,1,Auto restoration service|Auto upholsterer|Upholstery shop,Auto restoration service|Auto upholsterer|Upholstery shop
Arroyo Business Center,1,Business park,Business park
Arroyo Canyon,1,park,Park
Arroyo De Oro Childrens Play Area,1,park,Park
"Arroyo Law Center - Richard Arroyo, Attorney",1,Attorney|Criminal justice attorney,Attorney|Criminal justice attorney
Arroyo Neuromuscular Integration,1,Alternative medicine practitioner|Sports massage therapist,Alternative medicine practitioner|Sports massage therapist
Arroyo Vista Charter School,1,Charter school,Charter school
Arroyo Vista by Meritage Homes,1,Construction company|Home builder|Housing development|Real estate developer,Construction company|Home builder|Housing development|Real estate developer
Arslan's Gyros,1,Gyro restaurant,Gyro restaurant
Art & Framing By Munro Gllrys,1,Picture frame shop,Picture frame shop
Art 120 Grand,1,Art gallery|Learning center,Art gallery|Learning center
Art At EDU,1,Art center,Art center
Art FORM,1,Arts organization,Arts organization
Art For People,1,Festival,Festival
Art Lounge,1,Art cafe|coffee_shop|Dessert restaurant|Fusion restaurant|Hookah bar|Hookah store|Internet cafe|Lounge|restaurant|Tea house,Art cafe|Coffee shop|Dessert restaurant|Fusion restaurant|Hookah bar|Hookah store|Internet cafe|Lounge|Restaurant|Tea house
Art N Soul On 101,1,Art gallery|Art handcraft|Clothing store|Gift shop|Jewelry store,Art gallery|Art handcraft|Clothing store|Gift shop|Jewelry store
Art Nails,1,beauty_salon,Nail salon
Art Wheel School & Studio,1,Art center|Art gallery|Art school|Artist,Art center|Art gallery|Art school|Artist
Art for Wildlife Galleries,2,Art gallery,Art gallery
Art in Framing,1,Picture frame shop,Picture frame shop
Art of Elan,1,Volunteer organization,Volunteer organization
Art of Living San Diego,1,Meditation center,Meditation center
Art of Play,1,Game store|Gift shop|Toy store,Game store|Gift shop|Toy store
"Art of Skin MD - Dr. Melanie D. Palm, MD MBA",1,Dermatologist|Health and beauty shop|Plastic surgeon,Dermatologist|Health and beauty shop|Plastic surgeon
Art of Tim Cantor,1,Art|Art gallery|Artist|Modern art museum,Art|Art gallery|Artist|Modern art museum
Art's Auto Upholstery,1,Auto upholsterer|Store,Auto upholsterer|Store
Art's Lawnmower Shop,1,Business center|Landscaping supply store|Lawn mower repair service|Lawn mower store|Tool store,Business center|Landscaping supply store|Lawn mower repair service|Lawn mower store|Tool store
Art's Plumbing And Drains,1,Plumber,Plumber
Art's Radiators & Air Conditioning,1,Air conditioning repair service|Auto air conditioning service|auto_repair|Radiator repair service|Radiator shop,Air conditioning repair service|Auto air conditioning service|Auto repair shop|Radiator repair service|Radiator shop
Art's auto electric .Airbags systems!!,1,Store,Store
ArtHatch Escape Rooms,1,Amusement center|Escape room center,Amusement center|Escape room center
ArtQuest Flowers,1,Flower designer,Flower designer
Artelexia,1,Gift shop,Gift shop
Artemis Institute for Clinical Research,1,Medical clinic|Mental health service|Research institute,Medical clinic|Mental health service|Research institute
Arterra,1,bar|Event venue|Fine dining restaurant|Hotel|Lounge|restaurant|Sushi restaurant,Bar|Event venue|Fine dining restaurant|Hotel|Lounge|Restaurant|Sushi restaurant
Artesana by Pardee Homes,1,Home builder,Home builder
Arthur Murray Dance Studio,1,Ballroom dance instructor|Dance company|Dance school,Ballroom dance instructor|Dance company|Dance school
Artifacts & Artichokes,1,Home goods store,Home goods store
Artifex Games and Comics,1,Comic book store|Game store,Comic book store|Game store
Artificial Grass Carlsbad,1,Turf supplier,Turf supplier
Artificial Grass Installation Pros,1,Landscaper,Landscaper
Artisan Noodle Tatsuki,1,Asian restaurant|Japanese restaurant|Ramen restaurant,Asian restaurant|Japanese restaurant|Ramen restaurant
Artist & Craftsman Supply San Diego,1,Art supply store|Craft store|Educational supply store,Art supply store|Craft store|Educational supply store
Artist Alley,1,Artist,Artist
Artist Salon & Gallery,1,beauty_salon,Beauty salon|Hair salon
Artistic Florals Inc,1,Florist,Florist
Artistic Printers,1,Banner store|Business center|Commercial printer|Fax service|Notary public|Print shop|Screen printer,Banner store|Business center|Commercial printer|Fax service|Notary public|Print shop|Screen printer
Artistry In Gold Jewelry,1,Jeweler|Jewelry designer|Jewelry repair service|Watch repair service,Jeweler|Jewelry designer|Jewelry repair service|Watch repair service
Artistry In Hair,1,beauty_salon,Beauty salon
Artists barber shop,1,Barber shop,Barber shop
Arts In Motion Dance Studio,1,Dance school|Music school|Performing arts group,Dance school|Music school|Performing arts group
Arturo's Car Repair,1,auto_repair,Auto repair shop
Arturo's Tailor Shop,1,Tailor,Tailor
Arya Cleaners 24/7,1,Dry cleaner,Dry cleaner
Aryana Restaurant & Bar,1,bar|restaurant,Bar|Restaurant
As You Wish Wellness and Aesthetics,1,Facial spa|Medical spa,Facial spa|Medical spa
Asada Mexican Restaurant,1,Latin American restaurant|restaurant_mexican,Latin American restaurant|Mexican restaurant
Asada Mexican Restaurant & Chango Mango,1,Juice shop|restaurant_mexican|Sandwich shop,Juice shop|Mexican restaurant|Sandwich shop
Asado Grill,1,American restaurant,American restaurant
Asaggio Pizza Pasta Plus,1,Italian restaurant|Pizza restaurant,Italian restaurant|Pizza restaurant
Asano Acupuncture Associates,1,Acupuncture clinic,Acupuncture clinic
Ascendant Marketing Group,1,Corporate office,Corporate office
Ascension Catholic Parish,1,Catholic church,Catholic church
Ascension Home Services,1,Gutter cleaning service|Pressure washing service|Window cleaning service,Gutter cleaning service|Pressure washing service|Window cleaning service
Ascot Shop,1,Men's clothing store,Men's clothing store
Asd Travel,1,Travel agency,Travel agency
Ashdon Golf,1,Golf shop,Golf shop
Ashen Salon,1,beauty_salon|Hairdresser|Make-up artist,Beauty salon|Hair salon|Hairdresser|Make-up artist
Asher Sports Therapy,1,Massage therapist|Physical therapist|Physical therapy clinic|Sports massage therapist|Training centre,Massage therapist|Physical therapist|Physical therapy clinic|Sports massage therapist|Training centre
Ashes on the Sea,1,Boat rental service|Cremation service|Funeral home,Boat rental service|Cremation service|Funeral home
Ashford Center,1,Shopping mall,Shopping mall
Ashley Falls Park,1,park|poi_attraction,Park|Tourist attraction
Ashley Furniture HomeStore,1,Bedroom furniture store|Children's furniture store|Furniture store|Mattress store|Office furniture store,Bedroom furniture store|Children's furniture store|Furniture store|Mattress store|Office furniture store
Ashley HomeStore,2,Bedroom furniture store|Children's furniture store|Furniture store|Mattress store|Outdoor furniture store,Bedroom furniture store|Children's furniture store|Furniture store|Mattress store|Outdoor furniture store
Ashley Lane,1,Fitness center|Gym|Personal trainer|Womens personal trainer,Fitness center|Gym|Personal trainer|Womens personal trainer
"Ashley Medical, Inc",1,Medical supply store|Oxygen equipment supplier|Scooter rental service|Wheelchair rental service|Wheelchair store,Medical supply store|Oxygen equipment supplier|Scooter rental service|Wheelchair rental service|Wheelchair store
Ashoka the Great,1,Indian restaurant|restaurant,Indian restaurant|Restaurant
Ashoo Fabrics & Drapery,1,Curtain store|Fabric store|Upholstery shop,Curtain store|Fabric store|Upholstery shop
Ashtanga San Diego,1,Yoga studio,Yoga studio
Ashtanga Yoga Center,1,Yoga studio,Yoga studio
Ashur Liquor,1,Liquor store,Liquor store
Ashwell & Florence - A Residential Mortgage Advisor Team,1,Mortgage lender,Mortgage lender
Asi Es Jalisco Birrieria,1,restaurant_mexican|restaurant,Mexican restaurant|Restaurant
Asia Business Center,1,Shopping mall,Shopping mall
Asia Wok,1,Asian fusion restaurant|Chinese restaurant|Noodle shop|Sushi restaurant,Asian fusion restaurant|Chinese restaurant|Noodle shop|Sushi restaurant
Asia Wok Chinese Food,1,Chinese restaurant,Chinese restaurant
Asian 101 Market,1,Asian grocery store|Gourmet grocery store|Grocery store|Produce market|Supermarket,Asian grocery store|Gourmet grocery store|Grocery store|Produce market|Supermarket
Asian Angel Spa,1,Massage spa,Massage spa
Asian Garden Express,1,Chinese restaurant,Chinese restaurant
Asian Massage-Spa,1,Massage spa|Massage therapist|Spa,Massage spa|Massage therapist|Spa
Asian Passage,1,poi_attraction|Zoo,Tourist attraction|Zoo
Asian Savanna,1,Exhibit,Exhibit
Asian Twins Foot Massage Center,1,Massage spa|Massage therapist,Massage spa|Massage therapist
Asimex Global San Diego Forwarding,1,Warehouse,Warehouse
Ask About Travel,1,Travel agency,Travel agency
Ask Yvi,1,Business development service|Consultant,Business development service|Consultant
Asmar's Auto Care,1,Auto parts store|auto_repair|Brake shop|Car repair and maintenance|Oil change service|Transmission shop,Auto parts store|Auto repair shop|Brake shop|Car repair and maintenance|Oil change service|Transmission shop
Asmara Restaurant,1,Eritrean restaurant|restaurant,Eritrean restaurant|Restaurant
Aspen Apartments,1,Apartment complex,Apartment complex
Aspire Team,1,Marketing consultant,Marketing consultant
Assembly Hall of Jehovah's Witnesses,1,Jehovah's Witness Kingdom Hall,Jehovah's Witness Kingdom Hall
Assenti's Pasta,1,Deli|Food producer|Fresh food market|Grocery store|Italian grocery store|Pasta shop|Wine store,Deli|Food producer|Fresh food market|Grocery store|Italian grocery store|Pasta shop|Wine store
Assessment Evaluation Services Inc,1,Software company,Software company
Asset Property Group Real Estate,1,Business center|Real estate agency,Business center|Real estate agency
Asset Recovery Specialists,1,E-commerce service|Liquidator,E-commerce service|Liquidator
Assistance League North Coast Thrift Shop,1,Thrift store,Thrift store
Assistance League Parking Lot,1,Parking lot,Parking lot
Assistance League of Greater San Diego,1,Thrift store,Thrift store
Assistance League of Inland North County,1,Non-profit organization,Non-profit organization
Associated Barber College,1,Barber shop|Beauty school|Trade school,Barber shop|Beauty school|Trade school
Associated Professional Services,1,Accounting firm|Bookkeeping service|Property management company,Accounting firm|Bookkeeping service|Property management company
Associated Storage,1,Self-storage facility,Self-storage facility
AssuredPartners,1,Auto insurance agency|Home insurance agency|Insurance agency|Insurance broker|Life insurance agency|Renter's insurance agency,Auto insurance agency|Home insurance agency|Insurance agency|Insurance broker|Life insurance agency|Renter's insurance agency
Asti Ristorante,1,Italian restaurant|restaurant,Italian restaurant|Restaurant
Aston Martin San Diego,1,Aston Martin dealer|Car dealer|Car finance and loan company|Car leasing service|Motor vehicle dealer|Truck dealer|Used car dealer|Used truck dealer,Aston Martin dealer|Car dealer|Car finance and loan company|Car leasing service|Motor vehicle dealer|Truck dealer|Used car dealer|Used truck dealer
Astura Medical,1,Medical equipment manufacturer,Medical equipment manufacturer
Asylum Skate Shop,1,Clothing store|Men's clothing store|Shoe store|Skate shop|Skateboard shop,Clothing store|Men's clothing store|Shoe store|Skate shop|Skateboard shop
Asylum Surf Shop,1,Sporting goods store|Surf shop|Youth clothing store,Sporting goods store|Surf shop|Youth clothing store
At & t,1,,
At Ease @ Barrel Harbor,1,Brewery,Brewery
At Ease Games Gaming & Tournament Center,1,After school program|Game store|Hobby store|Model shop,After school program|Game store|Hobby store|Model shop
